age,status,sex,orientation,body_type,diet,drinks,drugs,smokes
28,single,m,straight,athletic,,socially,never,sometimes
26,available,m,bisexual,skinny,mostly anything,not at all,sometimes,yes
40,single,f,straight,fit,,socially,never,no
30,single,f,straight,thin,mostly anything,rarely,never,no
27,single,f,straight,,mostly anything,often,,no
26,single,f,straight,curvy,anything,socially,never,no
50,single,f,straight,full figured,,socially,never,no
36,single,m,straight,average,,socially,,no
49,single,f,straight,fit,,socially,,
43,single,m,gay,average,,rarely,never,no
27,single,f,straight,average,,socially,never,no
28,single,m,gay,fit,,,never,
22,single,m,straight,average,anything,socially,often,yes
19,single,m,straight,athletic,anything,socially,never,no
27,single,m,gay,average,,socially,never,no
29,single,m,straight,average,,socially,,no
24,single,f,straight,fit,mostly anything,socially,sometimes,no
51,single,f,straight,average,,socially,sometimes,no
27,single,m,gay,thin,mostly anything,often,never,no
25,single,m,gay,average,,socially,never,no
63,single,f,straight,curvy,mostly anything,socially,never,no
27,seeing someone,f,straight,jacked,,socially,,sometimes
31,single,m,straight,fit,mostly anything,socially,never,no
24,single,m,straight,average,strictly anything,socially,never,no
26,seeing someone,m,straight,fit,mostly anything,often,sometimes,yes
43,seeing someone,m,straight,fit,,socially,,no
36,single,m,straight,athletic,,socially,never,
40,single,m,gay,average,anything,often,never,no
23,single,m,straight,average,strictly anything,socially,sometimes,yes
37,married,m,straight,fit,mostly anything,socially,never,when drinking
41,single,m,straight,athletic,strictly other,socially,never,no
43,single,m,straight,average,mostly anything,not at all,never,no
21,single,m,straight,fit,mostly anything,socially,never,no
22,single,f,bisexual,average,anything,often,sometimes,when drinking
31,single,m,straight,athletic,,rarely,never,no
25,single,f,straight,skinny,,socially,never,no
23,single,m,straight,athletic,,rarely,never,no
21,single,f,bisexual,thin,,socially,never,
28,single,f,straight,athletic,anything,socially,never,no
35,available,f,straight,average,mostly anything,socially,never,
33,single,f,straight,average,,socially,,no
29,seeing someone,f,straight,,,socially,sometimes,no
28,single,f,straight,curvy,mostly other,socially,sometimes,when drinking
26,single,f,straight,thin,strictly anything,socially,never,no
43,single,m,straight,thin,mostly anything,socially,never,no
25,single,m,straight,,mostly anything,socially,,no
26,single,m,straight,,,socially,,no
22,single,m,straight,average,,socially,,sometimes
30,single,f,straight,fit,,socially,never,no
46,single,m,straight,average,strictly anything,often,sometimes,no
26,single,m,straight,athletic,mostly anything,desperately,,no
41,single,f,gay,fit,,rarely,never,no
45,single,f,straight,fit,mostly anything,often,never,no
22,single,m,straight,fit,strictly anything,socially,,yes
25,single,f,straight,curvy,anything,socially,never,no
41,available,f,straight,,mostly anything,,,
26,single,m,straight,athletic,mostly other,socially,,
24,single,m,straight,skinny,vegetarian,socially,never,when drinking
26,single,m,straight,athletic,anything,rarely,never,when drinking
52,single,m,gay,average,,socially,never,no
44,single,f,straight,fit,,socially,never,no
46,single,m,gay,fit,,not at all,never,no
30,married,m,straight,athletic,,socially,sometimes,no
32,single,m,straight,average,mostly anything,often,sometimes,when drinking
27,single,m,straight,a little extra,mostly anything,often,never,sometimes
47,seeing someone,m,gay,athletic,,socially,never,no
39,single,m,straight,athletic,mostly anything,socially,never,no
24,single,m,bisexual,fit,mostly other,socially,,
46,single,m,straight,average,anything,often,,no
26,single,m,straight,fit,strictly anything,socially,never,no
29,single,m,straight,average,mostly anything,socially,never,no
37,seeing someone,m,bisexual,skinny,mostly anything,not at all,never,no
43,single,m,gay,thin,mostly anything,often,never,no
29,seeing someone,m,gay,average,,socially,sometimes,no
33,single,m,straight,athletic,mostly anything,rarely,never,no
27,single,f,straight,curvy,mostly anything,socially,,no
35,single,m,gay,average,mostly anything,socially,sometimes,no
46,single,m,straight,fit,anything,socially,never,no
31,single,m,straight,fit,anything,rarely,,no
33,single,m,straight,average,,socially,,no
40,single,m,gay,athletic,,socially,never,trying to quit
54,single,m,straight,fit,,not at all,never,no
36,single,f,straight,a little extra,,socially,,no
31,single,m,straight,athletic,,often,never,no
25,single,f,straight,average,strictly anything,socially,never,no
37,single,m,straight,a little extra,anything,socially,sometimes,no
39,single,m,straight,average,mostly anything,socially,never,sometimes
52,married,m,straight,jacked,strictly anything,socially,never,no
39,single,m,straight,average,mostly anything,often,,no
30,single,m,straight,a little extra,mostly anything,rarely,,no
40,single,m,straight,athletic,,socially,never,no
36,single,m,straight,skinny,,often,sometimes,no
29,single,m,straight,fit,mostly anything,socially,,
31,single,m,straight,average,,socially,never,no
25,single,m,straight,average,,socially,,when drinking
36,single,f,straight,curvy,mostly anything,socially,never,no
29,single,f,straight,average,mostly other,socially,never,no
29,single,m,straight,thin,strictly anything,,,
22,single,f,straight,skinny,mostly anything,rarely,,no
27,single,m,gay,,vegetarian,socially,,
37,seeing someone,m,straight,average,,socially,never,no
42,single,m,straight,,,socially,never,no
30,available,m,straight,thin,,socially,sometimes,no
32,seeing someone,m,straight,average,,socially,sometimes,no
27,single,m,straight,athletic,anything,often,sometimes,
29,single,m,straight,athletic,,socially,never,no
31,single,f,straight,rather not say,,socially,never,no
34,single,m,straight,fit,,socially,,no
25,single,m,gay,skinny,,rarely,never,no
29,single,f,straight,athletic,,,,
27,single,f,straight,curvy,strictly vegetarian,rarely,,no
21,single,f,straight,fit,mostly anything,socially,never,no
21,single,m,bisexual,a little extra,mostly anything,socially,never,sometimes
26,single,m,straight,athletic,,rarely,never,no
25,single,m,gay,fit,mostly anything,socially,,no
34,single,m,straight,athletic,anything,rarely,never,no
25,single,f,straight,a little extra,mostly anything,socially,never,no
26,single,m,straight,average,,often,sometimes,no
25,single,m,straight,fit,,often,never,no
24,single,m,straight,fit,strictly anything,socially,,
45,single,f,straight,fit,,socially,,no
29,single,m,straight,,,socially,,no
25,single,m,straight,average,strictly anything,socially,,no
30,single,f,straight,,,socially,never,no
24,single,f,straight,curvy,mostly anything,socially,,trying to quit
30,single,m,straight,average,,socially,,
31,single,f,straight,fit,,socially,never,no
35,single,m,straight,skinny,strictly anything,often,sometimes,sometimes
33,single,m,straight,fit,mostly anything,socially,never,no
29,single,m,straight,fit,anything,often,sometimes,when drinking
24,single,f,bisexual,average,mostly anything,socially,sometimes,when drinking
36,single,m,straight,athletic,,rarely,never,no
27,single,m,straight,skinny,mostly anything,socially,never,no
61,single,m,straight,thin,mostly anything,not at all,never,no
29,single,m,straight,fit,mostly anything,socially,never,no
38,single,m,straight,athletic,mostly anything,socially,,no
28,seeing someone,f,straight,,,socially,never,no
27,single,f,bisexual,fit,,socially,,sometimes
24,single,m,straight,skinny,,socially,,when drinking
19,single,m,straight,average,mostly anything,socially,never,no
34,single,m,gay,athletic,anything,socially,sometimes,no
26,seeing someone,f,straight,,,rarely,never,no
54,single,m,straight,average,,socially,never,no
26,single,m,gay,athletic,,socially,,sometimes
48,single,m,straight,fit,strictly anything,socially,never,no
35,single,m,straight,average,,socially,never,no
35,available,m,straight,fit,,socially,sometimes,no
39,single,m,straight,athletic,mostly anything,socially,never,no
27,single,f,straight,curvy,anything,socially,never,no
42,available,f,straight,curvy,,socially,sometimes,
27,single,m,straight,athletic,strictly anything,rarely,never,no
31,single,f,straight,fit,,socially,never,no
38,single,f,straight,fit,,socially,never,no
29,single,m,gay,average,anything,often,sometimes,sometimes
23,single,f,straight,fit,mostly anything,rarely,never,no
30,single,m,straight,average,,socially,sometimes,no
43,single,m,straight,a little extra,,rarely,never,no
33,single,m,straight,,mostly vegetarian,socially,never,no
19,single,m,straight,average,,often,never,
33,single,m,straight,athletic,mostly anything,rarely,never,no
30,single,m,straight,fit,strictly anything,often,,when drinking
45,single,m,straight,overweight,mostly anything,socially,never,trying to quit
30,single,m,straight,thin,vegetarian,socially,sometimes,no
38,single,f,straight,average,strictly vegetarian,socially,never,no
32,single,m,straight,fit,,socially,sometimes,sometimes
25,single,f,straight,fit,,socially,never,no
22,single,f,straight,athletic,mostly anything,socially,never,no
32,single,f,bisexual,curvy,mostly vegan,rarely,sometimes,no
22,single,m,straight,average,anything,socially,never,
30,available,m,gay,overweight,,socially,,no
25,single,m,straight,fit,mostly vegan,rarely,sometimes,no
26,single,m,straight,athletic,mostly anything,socially,never,
29,single,m,straight,fit,mostly anything,rarely,never,no
44,single,m,straight,athletic,,socially,never,no
25,single,f,straight,thin,,socially,,no
25,single,f,straight,thin,,often,often,yes
36,single,f,straight,fit,,socially,never,
25,single,m,straight,athletic,strictly anything,rarely,never,no
27,single,m,gay,skinny,anything,socially,never,no
27,single,m,straight,athletic,strictly anything,not at all,never,no
29,single,m,straight,athletic,strictly anything,socially,sometimes,no
27,single,m,straight,average,,socially,never,when drinking
25,single,m,straight,thin,vegetarian,desperately,sometimes,no
40,single,m,straight,athletic,mostly vegetarian,socially,never,no
24,single,m,straight,average,,socially,never,no
35,single,f,straight,average,mostly anything,socially,never,no
40,single,f,straight,fit,,socially,never,no
28,single,m,straight,athletic,mostly anything,socially,never,no
25,single,f,straight,fit,anything,socially,never,no
27,single,m,straight,fit,,socially,,no
30,single,m,straight,average,anything,socially,never,no
25,single,m,straight,athletic,mostly anything,socially,never,no
26,single,m,straight,athletic,,often,sometimes,no
31,single,m,straight,thin,,,never,
34,single,m,straight,fit,mostly anything,socially,sometimes,no
25,single,m,straight,athletic,mostly anything,socially,never,trying to quit
24,single,m,gay,thin,,socially,sometimes,yes
62,single,m,straight,average,anything,not at all,never,no
36,single,m,straight,overweight,,socially,never,
34,available,m,straight,average,strictly anything,socially,,no
33,single,m,straight,athletic,,rarely,,sometimes
28,single,m,straight,athletic,,,never,no
24,single,m,straight,athletic,,socially,never,no
48,single,m,straight,fit,,often,,no
25,single,f,straight,full figured,,socially,,no
58,single,f,straight,average,mostly other,socially,never,no
27,single,m,straight,average,strictly anything,socially,,no
24,single,m,straight,athletic,mostly anything,socially,never,no
28,single,m,straight,athletic,mostly other,rarely,never,no
42,single,f,straight,thin,mostly vegetarian,socially,never,no
44,single,m,straight,a little extra,,rarely,never,no
23,single,f,gay,average,mostly vegetarian,socially,sometimes,no
29,seeing someone,f,straight,,mostly vegetarian,socially,,no
42,single,m,straight,fit,,socially,never,no
43,single,f,straight,fit,mostly anything,socially,never,no
60,single,m,straight,fit,mostly anything,socially,,no
34,single,m,straight,athletic,,socially,never,no
24,single,m,straight,,,not at all,never,no
33,single,m,straight,average,,socially,never,no
51,single,m,straight,fit,mostly anything,socially,never,no
35,single,m,straight,jacked,mostly anything,socially,never,when drinking
24,single,m,straight,,anything,socially,never,no
26,single,m,straight,,,socially,never,
35,single,m,straight,fit,mostly anything,socially,never,no
20,seeing someone,m,straight,average,mostly anything,socially,sometimes,sometimes
45,single,m,straight,average,mostly anything,rarely,never,no
59,single,m,straight,fit,,socially,sometimes,no
26,single,f,straight,curvy,mostly other,socially,never,when drinking
45,single,m,straight,average,,socially,,no
23,single,m,straight,,strictly anything,often,often,no
24,single,m,straight,average,mostly anything,socially,never,
24,single,f,straight,average,strictly anything,often,never,no
40,single,m,straight,average,,socially,never,
36,single,f,straight,athletic,,socially,never,no
42,single,m,straight,average,anything,,never,no
38,single,m,straight,,,often,never,no
24,single,m,straight,thin,anything,not at all,never,no
32,single,m,gay,average,,socially,never,no
28,single,m,straight,average,anything,socially,never,no
20,single,m,straight,athletic,mostly other,socially,never,no
29,single,f,straight,fit,,not at all,never,no
30,single,m,straight,fit,mostly anything,socially,never,no
42,seeing someone,m,straight,fit,anything,often,never,
38,single,f,bisexual,athletic,mostly vegetarian,rarely,never,no
24,single,m,straight,average,,socially,never,no
26,single,m,gay,fit,,socially,never,when drinking
27,single,m,straight,athletic,,socially,,
43,single,m,straight,athletic,anything,socially,never,no
37,married,m,straight,skinny,,socially,sometimes,no
22,single,f,straight,rather not say,mostly anything,socially,sometimes,trying to quit
29,single,m,straight,average,mostly anything,rarely,,no
23,single,m,straight,average,other,not at all,never,no
24,single,f,gay,thin,mostly vegetarian,socially,sometimes,no
24,single,m,straight,average,mostly anything,socially,never,no
44,single,f,straight,average,,socially,,
30,single,m,straight,average,,rarely,never,no
26,available,m,straight,fit,mostly anything,often,never,no
31,single,m,straight,fit,,socially,never,no
25,seeing someone,m,gay,athletic,,socially,,no
40,single,m,straight,athletic,vegan,socially,,no
27,seeing someone,f,gay,thin,,rarely,never,no
26,seeing someone,f,bisexual,average,,socially,,sometimes
31,single,f,straight,average,,rarely,,no
27,single,m,straight,average,,socially,,no
28,single,f,straight,curvy,,socially,never,no
20,single,f,straight,average,anything,often,sometimes,sometimes
33,single,m,straight,fit,anything,rarely,never,no
34,single,m,gay,fit,,socially,never,no
28,single,m,straight,fit,anything,socially,never,no
39,single,m,straight,fit,mostly other,rarely,never,no
30,single,m,straight,athletic,,socially,never,no
22,single,m,straight,average,,,never,
53,single,m,straight,athletic,anything,often,,no
26,single,m,straight,average,,rarely,never,no
47,married,m,straight,thin,,rarely,never,no
48,single,f,straight,curvy,,socially,never,no
28,single,f,straight,athletic,mostly anything,socially,never,no
30,single,m,bisexual,average,,socially,sometimes,no
39,single,m,straight,average,anything,rarely,never,no
48,single,f,gay,athletic,mostly anything,socially,never,no
33,single,m,straight,average,,socially,,no
27,single,m,straight,fit,strictly anything,socially,never,when drinking
23,single,f,bisexual,curvy,mostly anything,socially,sometimes,sometimes
23,single,f,bisexual,average,,socially,sometimes,yes
25,single,m,straight,athletic,strictly anything,socially,,no
25,single,m,straight,average,anything,socially,never,sometimes
35,single,m,straight,average,mostly anything,,,
25,available,m,gay,average,mostly anything,socially,never,no
44,single,m,gay,full figured,mostly anything,socially,never,no
21,single,m,straight,athletic,,often,sometimes,sometimes
20,single,m,gay,average,,socially,never,yes
45,single,m,gay,a little extra,,socially,never,no
34,single,f,straight,average,anything,not at all,never,no
28,single,f,straight,fit,strictly anything,socially,,when drinking
28,single,m,straight,average,anything,socially,never,no
39,single,m,bisexual,fit,mostly anything,rarely,,no
21,single,m,gay,athletic,mostly anything,socially,,no
22,single,m,straight,average,mostly anything,socially,never,no
27,single,m,straight,average,,,,
28,single,m,straight,athletic,mostly anything,often,never,no
33,available,m,straight,,,socially,never,no
29,single,m,straight,average,,often,never,no
50,single,m,straight,average,mostly anything,socially,never,no
25,single,m,straight,athletic,strictly anything,socially,sometimes,no
29,single,f,straight,thin,mostly anything,socially,never,no
23,single,f,straight,average,mostly anything,socially,never,yes
37,single,f,straight,average,mostly anything,socially,,no
27,single,f,straight,average,mostly anything,socially,never,no
25,single,f,straight,fit,mostly anything,socially,,no
24,seeing someone,f,straight,average,,socially,sometimes,no
33,single,f,straight,average,mostly anything,socially,never,no
29,single,f,straight,average,mostly anything,socially,never,no
48,single,f,straight,curvy,mostly anything,rarely,never,no
19,single,m,straight,fit,,socially,never,yes
27,single,m,gay,athletic,,often,,sometimes
22,single,f,gay,athletic,mostly anything,rarely,sometimes,no
33,available,f,gay,rather not say,mostly other,socially,never,no
27,single,m,gay,average,,socially,never,yes
22,single,f,bisexual,average,mostly anything,socially,sometimes,trying to quit
39,single,m,straight,average,mostly anything,socially,never,no
28,single,f,straight,average,,socially,,
41,single,m,straight,fit,mostly other,socially,,no
41,single,m,straight,fit,mostly vegetarian,socially,never,no
23,single,f,straight,skinny,mostly anything,socially,never,no
28,available,f,straight,fit,strictly anything,socially,,no
26,single,m,straight,average,anything,often,never,when drinking
35,single,m,straight,athletic,mostly anything,socially,never,no
27,single,m,straight,average,anything,socially,never,when drinking
28,single,m,straight,average,strictly vegetarian,socially,never,no
41,available,m,gay,,,socially,,no
46,single,m,straight,fit,,rarely,never,no
24,single,m,gay,skinny,anything,socially,never,yes
45,single,m,straight,,,socially,never,no
27,single,m,straight,used up,strictly anything,socially,never,yes
31,single,m,straight,jacked,mostly anything,often,,no
31,seeing someone,m,straight,average,strictly anything,socially,never,no
23,single,m,straight,fit,,socially,never,sometimes
27,single,m,straight,average,,socially,,no
23,single,m,straight,average,strictly anything,socially,never,no
41,single,f,straight,fit,mostly anything,socially,never,no
26,single,m,straight,athletic,,socially,never,no
29,single,m,straight,fit,strictly anything,often,sometimes,sometimes
37,single,f,straight,thin,mostly vegan,socially,never,no
29,single,f,gay,athletic,anything,socially,,no
40,single,m,straight,average,strictly other,rarely,,no
24,single,m,straight,,mostly anything,socially,never,no
33,single,m,gay,fit,mostly anything,socially,never,no
46,single,m,gay,athletic,strictly other,socially,sometimes,no
38,single,m,straight,average,mostly anything,rarely,never,no
37,single,m,straight,athletic,anything,socially,,no
21,single,m,gay,thin,anything,socially,,yes
35,single,m,straight,fit,mostly anything,often,never,no
30,single,m,straight,average,mostly anything,socially,never,sometimes
24,single,m,straight,,mostly anything,socially,never,no
30,single,f,straight,fit,mostly anything,socially,never,no
42,single,m,straight,athletic,,socially,,no
35,single,m,straight,average,mostly anything,not at all,never,no
42,single,m,straight,average,strictly vegan,socially,,no
24,single,m,gay,thin,,socially,never,no
37,available,f,bisexual,curvy,,socially,,trying to quit
32,single,m,straight,average,strictly anything,socially,never,no
20,single,f,straight,average,,socially,,no
28,seeing someone,m,straight,average,mostly anything,often,never,no
30,single,f,gay,,,,,
22,single,f,bisexual,curvy,mostly anything,socially,never,when drinking
39,single,f,straight,full figured,mostly vegetarian,socially,never,no
38,single,f,straight,curvy,,often,never,no
30,single,f,straight,fit,,socially,never,no
26,single,m,straight,athletic,mostly anything,rarely,never,no
24,single,m,straight,fit,,socially,never,no
57,single,m,straight,thin,,rarely,,no
31,single,m,straight,fit,mostly anything,socially,never,no
26,single,m,straight,thin,,socially,never,no
30,single,m,straight,average,mostly anything,socially,never,no
24,seeing someone,m,straight,average,,rarely,never,no
32,single,m,straight,average,mostly anything,socially,never,no
25,single,m,gay,average,mostly anything,often,,no
42,single,m,straight,,,socially,never,no
24,single,m,gay,average,mostly other,rarely,never,no
31,single,m,straight,a little extra,,socially,,no
39,single,m,straight,fit,mostly anything,socially,never,no
26,single,m,straight,average,,socially,never,no
48,single,m,straight,thin,,socially,,no
26,single,m,straight,,,,,
36,single,m,gay,average,anything,socially,,
32,single,m,straight,athletic,,socially,never,no
23,single,m,straight,skinny,,,never,no
34,available,m,straight,a little extra,strictly anything,socially,never,when drinking
40,single,m,straight,average,,socially,never,no
52,seeing someone,m,straight,athletic,,socially,,no
50,single,m,gay,fit,strictly anything,socially,sometimes,no
32,single,m,straight,fit,mostly anything,socially,,no
32,single,f,straight,fit,mostly anything,socially,never,no
31,single,m,straight,fit,mostly anything,socially,sometimes,when drinking
24,single,m,straight,average,mostly anything,socially,never,no
27,single,m,straight,average,,socially,,no
33,single,f,straight,curvy,,rarely,sometimes,yes
41,single,f,straight,,,socially,never,no
30,available,f,straight,average,,often,sometimes,when drinking
30,single,m,straight,fit,strictly anything,socially,never,no
24,single,m,straight,,,socially,never,no
61,single,m,straight,average,mostly anything,socially,never,no
28,single,m,straight,average,,socially,never,no
29,single,m,straight,athletic,mostly anything,socially,never,no
34,single,f,straight,curvy,mostly anything,not at all,never,no
33,single,m,gay,,,socially,never,no
18,single,m,straight,a little extra,,socially,sometimes,when drinking
47,single,m,straight,average,mostly anything,socially,,no
24,single,m,straight,athletic,mostly vegetarian,socially,never,no
34,single,m,straight,fit,,,,
27,single,m,straight,skinny,,socially,sometimes,yes
30,single,f,straight,athletic,,socially,never,no
22,single,f,straight,rather not say,mostly anything,socially,never,no
34,married,f,straight,overweight,mostly vegetarian,socially,,sometimes
29,seeing someone,m,straight,average,,socially,,no
19,single,f,straight,full figured,,very often,sometimes,yes
47,single,f,straight,curvy,mostly anything,socially,never,no
44,single,f,straight,curvy,anything,rarely,never,no
28,single,m,straight,average,mostly other,socially,sometimes,
22,single,f,straight,average,,,never,no
29,single,f,straight,curvy,mostly anything,socially,never,no
24,single,m,straight,fit,mostly anything,socially,sometimes,sometimes
28,single,m,straight,average,,rarely,never,sometimes
23,single,m,straight,a little extra,anything,rarely,never,no
47,single,f,straight,fit,anything,socially,never,no
23,single,f,straight,curvy,anything,socially,never,no
36,single,f,straight,curvy,,often,never,no
30,single,f,gay,average,anything,socially,sometimes,yes
26,single,f,straight,curvy,strictly anything,often,never,no
29,single,f,straight,,strictly anything,often,sometimes,trying to quit
32,single,f,straight,average,,socially,,no
24,single,m,straight,jacked,strictly anything,socially,sometimes,
28,single,m,straight,average,,often,,no
29,available,m,straight,athletic,,socially,never,no
36,single,m,straight,average,mostly anything,rarely,never,no
64,single,f,straight,athletic,,socially,never,no
23,single,m,straight,skinny,mostly anything,socially,never,no
26,single,m,straight,athletic,mostly anything,socially,never,no
24,seeing someone,m,gay,skinny,mostly anything,socially,never,no
24,single,f,straight,curvy,strictly anything,socially,sometimes,when drinking
29,single,f,straight,,mostly anything,socially,never,
23,single,m,straight,average,,socially,never,no
31,single,m,straight,a little extra,strictly anything,socially,sometimes,sometimes
23,single,f,straight,curvy,,very often,never,sometimes
20,single,m,gay,average,strictly anything,socially,sometimes,yes
27,single,m,straight,athletic,mostly anything,rarely,sometimes,no
25,single,m,straight,average,mostly anything,socially,sometimes,trying to quit
36,single,m,straight,,,socially,,no
18,single,m,straight,average,mostly anything,not at all,never,no
50,single,m,gay,curvy,,socially,never,no
50,single,m,bisexual,skinny,,socially,sometimes,no
56,single,m,straight,average,,socially,sometimes,no
31,single,f,straight,fit,anything,socially,never,no
36,single,f,straight,average,anything,socially,never,no
44,available,m,straight,fit,,,sometimes,
28,single,m,straight,athletic,,socially,,
28,single,m,straight,average,mostly anything,socially,never,sometimes
28,single,m,straight,average,mostly other,socially,never,no
32,single,m,straight,a little extra,,socially,never,when drinking
28,seeing someone,m,straight,skinny,,socially,never,no
32,single,f,straight,,mostly anything,socially,never,no
28,seeing someone,m,gay,thin,,socially,never,no
30,single,f,gay,fit,,,,
27,single,f,straight,curvy,,socially,,no
29,single,f,straight,average,,socially,,no
29,single,f,straight,athletic,anything,socially,,no
32,single,f,straight,average,mostly anything,often,sometimes,no
29,single,f,straight,average,mostly anything,often,,no
24,single,f,straight,average,,socially,never,no
29,single,f,straight,average,,often,,no
27,single,f,straight,curvy,anything,socially,never,no
22,single,f,straight,athletic,strictly anything,rarely,never,no
24,single,f,straight,average,,socially,never,no
21,single,f,straight,athletic,strictly anything,rarely,never,no
44,single,m,straight,,,socially,never,no
26,single,f,straight,average,,socially,never,no
24,single,m,straight,average,anything,not at all,sometimes,yes
21,single,m,bisexual,,,,,
32,single,f,straight,average,mostly vegetarian,socially,never,no
37,single,m,straight,average,,,,yes
34,single,m,gay,athletic,,,,
24,single,m,straight,fit,mostly other,socially,,
41,available,m,straight,fit,,socially,sometimes,no
23,single,m,straight,average,anything,socially,never,no
26,single,f,straight,average,mostly anything,socially,never,no
33,single,f,straight,fit,,socially,never,no
29,single,f,straight,average,,socially,never,no
38,single,f,straight,fit,,socially,,
25,single,f,straight,thin,anything,socially,,no
24,single,f,gay,curvy,,socially,never,no
29,single,f,straight,fit,,,,no
32,single,f,straight,thin,mostly vegetarian,socially,never,no
27,single,f,straight,full figured,mostly vegetarian,socially,,no
28,single,f,straight,,,socially,never,no
24,single,m,straight,a little extra,,often,sometimes,yes
30,single,m,straight,average,,,,
38,available,m,straight,thin,mostly vegetarian,rarely,never,no
22,single,m,straight,skinny,mostly anything,socially,never,
30,single,m,straight,average,,not at all,,no
25,single,m,straight,thin,strictly vegan,socially,,no
27,single,m,gay,thin,mostly anything,socially,sometimes,no
21,single,f,bisexual,average,strictly other,socially,never,
27,single,m,straight,skinny,mostly anything,socially,sometimes,no
31,single,m,straight,fit,,not at all,never,no
28,single,f,straight,curvy,anything,socially,,no
43,single,m,straight,fit,strictly anything,socially,never,no
35,seeing someone,f,gay,average,mostly anything,not at all,never,sometimes
30,single,f,bisexual,fit,mostly anything,often,never,sometimes
32,single,f,straight,full figured,,socially,never,no
30,single,f,straight,curvy,mostly anything,socially,never,no
30,single,f,straight,,mostly anything,socially,,no
27,single,f,straight,curvy,,socially,never,no
28,single,f,gay,curvy,mostly anything,socially,sometimes,
25,single,m,straight,average,,socially,never,yes
25,seeing someone,m,gay,thin,,often,sometimes,no
31,single,m,straight,a little extra,,socially,never,yes
32,single,f,straight,average,strictly anything,often,never,no
28,single,m,straight,fit,mostly anything,socially,,no
21,single,m,straight,average,mostly anything,socially,never,sometimes
37,single,f,straight,thin,,,never,
27,single,m,straight,average,mostly anything,socially,,when drinking
27,single,m,straight,fit,,socially,never,no
46,single,m,straight,average,,socially,never,no
32,single,f,straight,average,mostly anything,socially,,no
31,single,m,straight,fit,strictly anything,often,sometimes,no
38,single,f,straight,fit,,socially,,no
25,single,f,straight,average,strictly anything,socially,,no
26,single,f,straight,thin,,socially,never,no
40,seeing someone,m,straight,average,anything,socially,never,no
34,single,m,straight,average,mostly anything,rarely,never,no
39,single,m,straight,athletic,,socially,never,no
59,single,f,straight,,,,never,
29,single,m,straight,,,often,sometimes,yes
30,single,f,straight,thin,mostly anything,socially,never,no
42,single,m,straight,athletic,,socially,,no
24,single,f,straight,thin,mostly vegetarian,socially,never,no
22,single,m,straight,athletic,mostly anything,socially,never,no
24,single,m,straight,,,socially,,no
35,single,m,straight,average,mostly anything,socially,sometimes,no
36,single,m,straight,athletic,,socially,never,no
20,single,m,straight,average,mostly anything,socially,never,no
23,single,m,straight,athletic,,socially,never,no
36,single,m,straight,average,anything,socially,never,no
44,single,m,straight,athletic,mostly anything,not at all,never,no
24,single,f,straight,,,socially,never,no
35,single,f,straight,athletic,,socially,never,no
27,single,m,straight,a little extra,strictly anything,socially,sometimes,no
27,single,m,straight,athletic,anything,socially,never,no
32,single,f,straight,thin,,socially,never,no
25,seeing someone,f,straight,fit,,often,never,no
25,single,m,straight,athletic,strictly anything,often,sometimes,sometimes
40,single,m,straight,fit,anything,socially,,no
40,single,m,gay,,,not at all,never,no
52,single,m,straight,athletic,,socially,,no
36,single,m,straight,average,mostly anything,socially,never,when drinking
19,single,m,straight,,mostly anything,socially,sometimes,sometimes
23,single,m,straight,athletic,,socially,never,
33,single,f,straight,a little extra,mostly vegetarian,socially,never,no
41,single,m,straight,average,,desperately,sometimes,no
43,single,m,straight,skinny,anything,socially,never,no
37,single,m,straight,athletic,strictly anything,socially,never,when drinking
24,single,m,straight,average,anything,socially,never,no
29,single,m,straight,average,mostly anything,not at all,never,no
22,available,f,bisexual,curvy,,socially,,no
41,single,m,bisexual,fit,,rarely,sometimes,no
25,single,m,gay,average,,socially,never,no
33,single,f,gay,,,socially,,no
50,single,m,bisexual,fit,,,,
22,seeing someone,f,gay,skinny,strictly other,often,never,trying to quit
25,single,f,straight,average,anything,often,sometimes,no
25,single,m,straight,used up,mostly anything,socially,,no
34,single,f,straight,fit,mostly vegetarian,socially,sometimes,no
26,single,m,straight,a little extra,mostly anything,often,never,yes
33,single,m,straight,,mostly anything,socially,never,no
28,single,f,gay,,,not at all,never,no
33,single,m,straight,fit,,socially,,no
29,single,f,straight,fit,mostly anything,not at all,never,no
33,single,m,straight,fit,,socially,never,no
28,single,m,straight,athletic,,not at all,never,no
25,single,m,gay,average,mostly anything,socially,never,no
32,single,f,straight,average,strictly anything,socially,never,
28,single,m,gay,skinny,,socially,sometimes,no
21,single,m,straight,jacked,mostly anything,often,sometimes,no
30,single,m,straight,athletic,anything,socially,never,no
28,single,m,straight,skinny,anything,rarely,never,no
31,single,f,bisexual,,strictly other,socially,,no
50,available,m,straight,fit,mostly anything,socially,never,no
28,single,m,straight,average,strictly other,desperately,sometimes,no
30,single,m,straight,,,often,sometimes,no
27,single,m,straight,athletic,strictly anything,socially,never,no
28,single,m,straight,fit,,socially,never,when drinking
63,single,m,straight,a little extra,anything,rarely,never,no
31,single,m,straight,,,socially,never,no
28,single,m,straight,athletic,,socially,,sometimes
20,single,m,straight,fit,strictly vegan,socially,,
23,single,m,straight,thin,,socially,,sometimes
26,seeing someone,f,bisexual,used up,strictly anything,rarely,,no
37,single,m,straight,used up,mostly anything,desperately,,sometimes
